Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;jan/18;dez/17;nov/17;out/17;set/17;ago/17;jul/17;jun/17;mai/17;abr/17;mar/17;fev/17;Competência;Data de atualização
O.S ODONTOLÓGICA LTDA. (404365);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PARRA ODONTOLOGIA LTDA (415782);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PLANET LIFE CONVENIOS ODONTOLÓGICOS S/S LTDA (418064);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106);Odontológica;Médio;5;12;0,5;0;0;0;0;0,55;0,55;0,54;0,27;0,27;0,27;0;201801;26/02/2018 11:03
PLANO ODONTOLÓGICO DENTALVIDAS LTDA. (415936);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987);Odontológica;Pequeno;9;10;0;0;0;0;0,65;1,33;1,35;0,68;0;0;0;0;201801;26/02/2018 11:03
PLANODENTE LTDA. (416517);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PLANODONT SERVIÇOS ODONTOLÓGICOS LTDA (418366);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PLENODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA. (403458);Odontológica;Médio;2;4;0,84;0,42;0,83;0,83;0,83;0,42;0;0;0;0,41;0,41;0,42;201801;26/02/2018 11:03
POPDENTS OPERADORA DE PLANOS ODONTOLOGICOS EIRELI - EPP (420026);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;;;201801;26/02/2018 11:03
PREST ODONTO LTDA (384844);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PREV  ASSISTÊNCIA ODONTOLÓGICA - EIRELI (335410);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PREV-DONT ODONTOLOGICA LTDA. (410420);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PREVIDENT ASSISTÊNCIA ODONTOLÓGICA LTDA. (374440);Odontológica;Médio;10;7;0,37;0,25;0,38;0,38;0,39;0,39;0,66;0,54;0,68;0,55;0,83;0,55;201801;26/02/2018 11:03
PREVINA ODONTOLOGIA LTDA (403636);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PREVODOCTOR  ASSISTÊNCIA ODONTOLÓGICA LTDA. (412830);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PREV-SYSTEM EIRELI EPP (401609);Odontológica;Pequeno;9;7;0;2,13;2,08;1,75;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA (416525);Odontológica;Grande;7;6;0,27;0,28;0,47;0,28;0,36;0,45;0,56;0,95;0,86;0,75;0,55;0,45;201801;26/02/2018 11:03
PRÓ ODONTO ASSISTENCIA ODONTOLOGICA LTDA (400106);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PRODENT - ASSISTÊNCIA ODONTOLÓGICA LTDA. (380041);Odontológica;Grande;1;2;0,77;0,42;0,54;0,76;0,9;0,81;0,68;0,7;0,79;0,64;0,71;0,68;201801;26/02/2018 11:03
PROI - PLANO RACIONAL DE ODONTOLOGIA INTEGRAL  LTDA. (411728);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PROSORRIR - PLANOS ODONTOLÓGICOS LTDA (415065);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
PRUDENT PLANOS ODONTOLOGICOS S/S LTDA (416151);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ME (417131);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
RODRIGUES LEIRA ODONTOLOGIA LTDA. (415243);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
S & M ODONTOLOGIA INTEGRADA LTDA (414727);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
S SHIMODA ASSISTENCIA ODONTOLOGICA S/S LTDA (416380);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SÃO FRANCISCO ODONTOLOGIA LIMITADA (365319);Odontológica;Grande;16;15;0,06;0,06;0,06;0,09;0,13;0,1;0,06;0;0;0,04;0,11;0,15;201801;26/02/2018 11:03
SAÚDE É TUDO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415171);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654);Odontológica;Grande;12;8;0,16;0,24;0,33;0,25;0,25;0,08;0,43;0,44;0,44;0,36;0,46;0,47;201801;26/02/2018 11:03
SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME. (414701);Odontológica;Médio;16;12;0;0;0;0,12;0,25;0,26;0,13;0,13;0,13;0,27;0,39;0,39;201801;26/02/2018 11:03
SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA. (324710);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA. (344095);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;1,75;1,75;1,75;201801;26/02/2018 11:03
SISTEMA PREVSAUDE LTDA (333239);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR (418790);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA (402095);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO (416266);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SMART DENTAL ODONTOLOGIA LTDA - ME (420298);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;;;;;201801;26/02/2018 11:03
SÓ ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA (416878);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA (416410);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;5,99;5,87;5,76;201801;26/02/2018 11:03
SOESP-ODONTO SISTEMA ODONTOLÓGICO E SERVIÇOS PREVENTIVOS LTDA. (405604);Odontológica;Médio;16;9;0;0,17;0,33;0,34;0,18;0;0;0;0,2;0,2;0,2;0,39;201801;26/02/2018 11:03
SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415871);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A. (419524);Odontológica;Médio;9;5;0,38;0,4;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
SUL AMÉRICA ODONTOLÓGICO S/A (417815);Odontológica;Grande;5;1;0,32;0,42;0,7;0,81;0,73;0,46;0,29;0,34;0,36;0,39;0,34;0,27;201801;26/02/2018 11:03
TOP DOCTOR'S ODONTOLOGIA LTDA (416193);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114);Odontológica;Pequeno;9;10;0;0;0,74;0,77;0,79;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIDASODONTO PLANO DE ASSISTENCIA ODONTOLOGICA LTDA. (413933);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIDENTAL COOPERATIVA UNIAO DOS DENTISTAS DA GRANDE NATAL (401277);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;1,68;1,68;201801;26/02/2018 11:03
UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ (401072);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA. (413429);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO (414891);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (368555);Odontológica;Grande;11;11;0,17;0,17;0;0;0;0,09;0,09;0,09;0,09;0,09;0,09;0,09;201801;26/02/2018 11:03
UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA (353752);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO COOPERATIVA TRABALHO ODONTOLOGICO DE PARA DE MINAS (323632);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604);Odontológica;Médio;12;8;0,21;0,21;0;0;0;0;0,22;0,23;0,23;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO (349283);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA (362824);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE ARARAQUARA COOPERATIVA DE TRABALHO ODONTOLÓGICO (316997);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE BRAGANÇA PAULISTA COOP DE TRABALHO ODONTOLÓGICO (306193);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494);Odontológica;Grande;17;18;0,05;0,03;0;0;0,06;0,06;0,08;0,03;0,06;0,06;0,09;0,06;201801;26/02/2018 11:03
UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183);Odontológica;Pequeno;9;10;0;0;0;0;0;0,76;0,76;0,76;0;0;0,75;0,75;201801;26/02/2018 11:03
UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA (354686);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA (400556);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA (301647);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258);Odontológica;Médio;16;11;0;0,11;0,23;0,35;0,47;0,36;0,24;0;0,12;0,13;0,13;0,13;201801;26/02/2018 11:03
UNIODONTO DE JABOTICABAL COOPERATIVA ODONTOLÓGICA (340120);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE JACAREÍ - COOPERATIVA ODONTOLÓGICA DE JACAREÍ (343056);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA (309257);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0,18;0,18;0,18;0;201801;26/02/2018 11:03
UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA (347795);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA (369462);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA (350770);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0,68;0,68;0,68;0;201801;26/02/2018 11:03
UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA. (311391);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0;0;0;0,12;201801;26/02/2018 11:03
UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA (343404);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0,29;0,29;0,28;0;201801;26/02/2018 11:03
UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA (336238);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;1,23;1,24;1,24;0;0;201801;26/02/2018 11:03
UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA (331104);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE PIRASSUNUNGA COOPERATIVA DE TRABALHO ODONTOLÓGICO (378941);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA. (403997);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA (349011);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE RONDONIA COOPERATIVA LTDA. (336025);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE RORAIMA - COOPERATIVA DE TRABALHO ODONTOLÓGICO (418242);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107);Odontológica;Pequeno;9;3;0;5,61;5,71;5,74;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA (378682);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO (313751);Odontológica;Grande;19;19;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE SÃO LUIS - COOP. DOS C. D. DO ESTADO DO MARANHÃ (369616);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE SC COOPERATIVA ADMINISTRADORAS DE CONTRATOS (342203);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0,16;0,16;0,16;0;201801;26/02/2018 11:03
UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA (334243);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA (350290);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA (359726);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA (350630);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS (314315);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0,19;0,19;0,19;0;201801;26/02/2018 11:03
UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLÓGICA LTDA (318230);Odontológica;Médio;16;12;0;0;0;0;0;0,37;0,36;0,36;0;0,35;0,35;0,34;201801;26/02/2018 11:03
UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA (358339);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA (313807);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO DUQUE DE CAXIAS COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (382337);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA. (341894);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO GOIANIA COOPERATIVA DE TRABALHO DE CIRURGIÕES DENTISTAS (358436);Odontológica;Grande;10;12;0,2;0,1;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0;0;0;201801;26/02/2018 11:03
UNIODONTO ILHÉUS - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO ITAPERUNA/RJ COOPERATIVA DE TRABALHO ODONTOLOGICO (317772);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO JUIZ DE FORA SOC. COOP.TRAB.ODONTOLOGICO LTDA. (327441);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA (401919);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO MACAÉ - COOPERATIVA ODONTOLÓGICA (300195);Odontológica;Pequeno;3;8;2,27;1,5;0;0;0;0;0;0,67;0,62;1,72;1,12;1,08;201801;26/02/2018 11:03
UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA (321125);Odontológica;Médio;16;12;0;0;0;0;0;0;0,16;0,16;0,16;0;0;0;201801;26/02/2018 11:03
UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA (381144);Odontológica;Médio;16;12;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE (303291);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO PASSOS - COOPERATIVA ODONTOLÓGICA (419729);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO (361593);Odontológica;Grande;4;9;0,33;0,2;0,07;0;0;0,09;0,1;0,1;0;0;0,1;0,2;201801;26/02/2018 11:03
UNIODONTO PAULO AFONSO COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (402109);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA (346004);Odontológica;Médio;14;10;0,14;0,14;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA (315818);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA (366439);Odontológica;Médio;15;12;0,12;0;0,12;0,12;0,12;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO REGIONAL COOP TRAB ODONTOLOGICO LTDA (344451);Odontológica;Médio;16;12;0;0;0;0;0;0,13;0,13;0,14;0;0;0;0,14;201801;26/02/2018 11:03
UNIODONTO RESENDE - COOPERATIVA ODONTOLOGICA (406121);Odontológica;Pequeno;4;6;1,62;2,71;2,16;1,62;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO RIO GRANDE-LITORAL COOPERATIVA ODONTOLOGICA LTDA (367966);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA (305421);Odontológica;Pequeno;9;10;0;0;0;0;0,75;0,74;0,74;0,74;0,74;0,74;0;0;201801;26/02/2018 11:03
UNIODONTO SÃO CARLOS -  COOPERATIVA ODONTOLÓGICA (335525);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA (303259);Odontológica;Pequeno;6;10;1,1;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO SUDOESTE GOIANO - COOPERATIVA DE TRABALHO ODONTOLOGICO (314871);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO SUL CAPIXABA COOPERATIVA ODONTOLOGICA (370711);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO SUL FLUMINENSE COOP DE TRAB ODONTOLOGICO LTDA (363171);Odontológica;Médio;16;12;0;0;0;0;0;0,41;0,43;0,46;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO (319350);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (370568);Odontológica;Médio;7;12;0,4;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO VALE DO SINOS COOPERATIVA ODONTOLÓGICA LTDA (406295);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA (382655);Odontológica;Pequeno;9;10;0;0;0;0;0;0;0;0;0;0;0;0;201801;26/02/2018 11:03
